name,id,nametype,recclass,mass,fall,year,reclat,reclong,geolocation_type,geolocation_coordinates_lat,geolocation_coordinates_lon
Aachen,1,Valid,L5,21,Fell,1880-01-01T00:00:00.000,50.775000,6.083330,Point,50.775,6.08333
